ctrl+r_1,F9_1,shift+f7_1,shift+tab_1,ctrl+a_1,text_1,tab_1,text_2,tab_2,text_3,,,
,,,3,,187 | SOL18_06 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_06.io.sts",1,SOL18_06,,,
,,,3,,188 | SOL18_07 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_07.io.sts",1,SOL18_07,,,
,,,3,,189 | SOL18_08|  | SPARE,2,"""COMM_WRK"".IO.FVY50_00.io.sts",1,SOL18_08,,,
,,,3,,190 | SOL18_09 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_09.io.sts",1,SOL18_09,,,
,,,3,,191 | SOL18_10 | FV52.00 | Engine 2 Floor Drain,2,"""COMM_WRK"".IO.FVY52_00.io.sts",1,FVY52_00,,,
,,,3,,192 | SOL18_11 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_11.io.sts",1,SOL18_11,,,
,,,3,,193 | SOL18_12 |  | SPARE,2,"""COMM_WRK"".IO.FVY50_04.io.sts",1,SOL18_12,,,
,,,3,,194 | SOL18_13 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_13.io.sts",1,SOL18_13,,,
,,,3,,195 | SOL18_14 |  | SPARE,2,"""COMM_WRK"".IO.SOL16_14.io.sts",1,SOL18_14,,,
,,,3,,196 | SOL18_15 |  | SPARE,2,"""COMM_WRK"".IO.FVY86_00.io.sts",1,SOL18_15,,,
,,,3,,197 | SOL19_00 |  | SPARE,2,"""COMM_WRK"".IO.FVY40_00.io.sts",1,SOL19_00,,,
,,,3,,198 | SOL19_01 |  | SPARE,2,"""COMM_WRK"".IO.FVY50_05.io.sts",1,SOL19_01,,,
,,,3,,199 | SOL19_02 |  | SPARE,2,"""COMM_WRK"".IO.FVY50_02.io.sts",1,SOL19_02,,,
,,,3,,200 | SOL19_03 |  | SPARE,2,"""COMM_WRK"".IO.FVY50_01.io.sts",1,SOL19_03,,,
,,,3,,201 | SOL19_04 |  | SPARE,2,"""COMM_WRK"".IO.FVY80_01.io.sts",1,SOL19_04,,,
,,,3,,202 | SOL19_05 |  | SPARE,2,"""COMM_WRK"".IO.FVY80_00.io.sts",1,SOL19_05,,,
,,,3,,203 | SOL19_06 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_06.io.sts",1,SOL19_06,,,
,,,3,,204 | SOL19_07 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_07.io.sts",1,SOL19_07,,,
,,,3,,205 | SOL19_08 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_08.io.sts",1,SOL19_08,,,
,,,3,,206 | SOL19_09 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_09.io.sts",1,SOL19_09,,,
,,,3,,207 | SOL19_10 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_10.io.sts",1,SOL19_10,,,
,,,3,,208 | SOL19_11 |  | SPARE,2,"""COMM_WRK"".IO.SOL19_11.io.sts",1,SOL19_11,,,
,,,3,,209 | SOL19_12 | FV70.06 | Chem 1 Sample,2,"""COMM_WRK"".IO.FVY70_06.io.sts",1,FVY70_06,,,
,,,3,,210 | SOL19_13 | FV70.07 | Maintenance Sample Port,2,"""COMM_WRK"".IO.FVY70_07.io.sts",1,FVY70_07,,,
,,,3,,211 | SOL19_14 | FV01.04 | N2 Purge,2,"""COMM_WRK"".IO.FVY01_04.io.sts",1,SOL19_14,,,
,,,3,,212 | SOL19_15 | FV70.00 | Sample Flush/Purge,2,"""COMM_WRK"".IO.FVY70_00.io.sts",1,SOL19_15,,,
